event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
BFO11147,1-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Burkina Faso),Police Forces of Burkina Faso (2022-),5,,,0,50,,854,Western Africa,Burkina Faso,Sahel,Soum,Djibo,Djibo,14.0875,-1.6418,1,Undisclosed Source,Local partner-Other,"On 1 December 2023, police officers fired several shots inside their camp of Djibo (Djibo, Soum) to express their dissatisfaction with their hierarchy. This anger was due in particular to the delays in relieving them. Supposed to be deployed for six months, they are now eight months without relief.",0,crowd size=no report,1701732576
NIG33915,1-Dec-23,2023,2,Political violence,Riots,Mob violence,Rioters (Nigeria),Ngbo Communal Group (Nigeria),5,Civilians (Nigeria),Ajile Communal Group (Nigeria); Labor Group (Nigeria),7,57,Civilian targeting,566,Western Africa,Nigeria,Ebonyi,Ohaukwu,,Ngbo,6.4654,7.9675,1,Daily Post (Nigeria),National,"Around 1 December 2023 (as reported), the Ngbo youths attacked and beat the Ajile traders in the Okwo-ngbo market in the Ngbo community (Ohaukwu, Ebonyi) for unclear reasons. There was panic in the market, and the traders deserted, fearing the attack could reignite a hundred-year-old communal clash that had just been resolved between the two communities.",0,crowd size=no report,1701732576
NIG33916,1-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Nigeria),NANS: National Association of Nigerian Students,5,,,0,50,,566,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0833,7.5333,1,Nigeria Punch,National,"On 1 December 2023, a NANS faction invaded the National Hospital, Abuja (Abuja Municipal, Federal Capital Territory) to attack the injured members of another faction who were undergoing treatment. The panic forced other patients to flee their wards. The police intervened and dispersed them.",0,crowd size=no report,1701732576
MLI31444,1-Dec-23,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),,1,12,,466,Western Africa,Mali,Koulikoro,Nara,Niamana,Nantiala,14.3259,-7.7279,2,Al Zallaqa; Facebook,New media,"On 1 December 2023, JNIM militants carried out a complex ambush involving a suicide motorcycle bomb a FAMa convoy near Nantiala (Nara, Koulikoro). 12 militants and seven soldiers were killed, and seven soldiers were wounded. The soldiers seized a heavy machine gun, two motorcycles, and ammunition. JNIM claimed responsibility and said killed five soldiers and burned three vehicles. 19 fatalities coded.",19,,1701732577
MLI31445,1-Dec-23,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Wagner Group,,8,Civilians (Mali),,7,78,Civilian targeting,466,Western Africa,Mali,Mopti,Douentza,Gandamia,Kikara,15.2107,-2.7489,1,Undisclosed Source; Whatsapp,Local partner-Other,"On 1 December 2023, Wagner mercenaries abducted civilians during an air-landing operation by helicopter at the market in the village of Kikara (Douentza, Mopti). Several people were arrested. Those arrested were subsequently released.",0,,1701732577
MLI31446,1-Dec-23,2023,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Refugees/IDPs (Mali),7,27,,466,Western Africa,Mali,Segou,Tominian,Ouan,Wa,13.6933,-4.4005,1,Le Pays Dogon,National,"Property destruction: On 1 December 2023, JNIM militants set fire to tons of grain belonging to IDPs in Wa (Tominian, Segou).",0,,1701732577
MAA1757,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mauritania),Students (Mauritania),6,,,0,60,,478,Western Africa,Mauritania,Nouakchott,Tevragh-Zeina,,Nouakchott,18.0801,-15.9777,1,Al Jamaa,Regional,"On 1 December 2023, at the call of political parties and student groups, activists held a protest sit-in in Nouakchott (Nouakchott, Tevragh-Zeina) in support to Palestine and to denounce renewed Israeli military operations in Gaza. They also called for the expulsion of the US ambassador for the US support to Israel.",0,crowd size=no report,1701732577
MOR8887,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Casablanca-Settat,Berrechid,Berrechid,Berrechid,33.2655,-7.5875,1,Al Jamaa,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer at two mosques in Berrechid (Berrechid, Casablanca-Settat) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8888,1-Dec-23,2023,2,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Students (Morocco),6,,,0,60,,504,Northern Africa,Morocco,Casablanca-Settat,Casablanca,Sidi Belyout,Casablanca,33.5928,-7.6192,1,Hespress,National,"Around 1 December 2023 (as reported), dentistry students held a protest sit-in in Casablanca (Casablanca, Casablanca-Settat) denouncing their study conditions.",0,crowd size=no report,1701732577
MOR8889,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Casablanca-Settat,Casablanca,Sidi Belyout,Casablanca,33.5928,-7.6192,1,Al Jamaa,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer at seven mosques across Casablanca (Casablanca, Casablanca-Settat) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8890,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Casablanca-Settat,Settat,Settat,Settat,33.001,-7.6166,1,Al Jamaa,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in Settat (Settat, Casablanca-Settat) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8891,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Fes-Meknes,Meknes,Meknes,Meknes,33.9,-5.55,1,Al Jamaa,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer at two mosques in Meknes (Meknes, Fes-Meknes) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8892,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Marrakech-Safi,Youssoufia,Youssoufia,Youssoufia,32.2463,-8.5294,1,Al Jamaa; NOSRA,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in Youssoufia (Youssoufia, Marrakech-Safe) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8893,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Oriental,Berkane,Berkane,Berkane,34.92,-2.32,1,Al Jamaa,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in Berkane (Berkane, Oriental) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8894,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Oriental,Figuig,Bni Tadjite,Bni Tajjit,32.2892,-3.4661,1,Al Jamaa,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in Bni Tajjit (Figuig, Oriental) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8895,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Oriental,Nador,Zaio,Zaio,34.9346,-2.7332,1,Al Jamaa,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in Zaio (Nador, Oriental) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8896,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Oriental,Oujda-Angad,Oujda,Oujda,34.6759,-1.9175,1,Al Jamaa,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in Oujda (Oujda-Angam, Oriental) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8897,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Rabat-Sale-Kenitra,Khemisset,Tiflet,Tiflet,33.9,-6.33,1,Al Jamaa; NOSRA,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in Tiflet (Khemisset, Rabat-Sale-Kenitra) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8898,1-Dec-23,2023,2,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),UMT: Moroccan Workers Union; Labor Group (Morocco),6,,,0,60,,504,Northern Africa,Morocco,Rabat-Sale-Kenitra,Rabat,Hassan,Rabat,34.0133,-6.8326,1,Hespress,National,"Around 1 December 2023 (as reported),for a second time this week, workers affiliated with the UMT held a protest sit-in at the National Library in Rabat (Rabat, Rabat-Sale-Kenitra) denouncing the director's alleged participation to a forum against Morocco's territorial integrity and calling for his dismissal.",0,crowd size=no report,1701732577
MOR8899,1-Dec-23,2023,2,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Labor Group (Morocco),6,,,0,60,,504,Northern Africa,Morocco,Rabat-Sale-Kenitra,Rabat,Hassan,Rabat,34.0133,-6.8326,1,Hespress,National,"Around 1 December 2023 (as reported), inspectors held a protest sit-in in front of the Ministry of Education in Rabat (Rabat, Rabat-Sale-Kenitra) calling for the independence of their profession.",0,crowd size=no report,1701732577
MOR8900,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation; Working Group for Palestine,6,,,0,60,,504,Northern Africa,Morocco,Rabat-Sale-Kenitra,Rabat,Hassan,Rabat,34.0133,-6.8326,1,Al Jamaa; Lakome; NOSRA,National,"On 1 December 2023, at the call of the Working Group for Palestine, activists gathered in front of the parliament in Rabat (Rabat, Rabat-Sale-Kenitra). Previously at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8901,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Rabat-Sale-Kenitra,Sale,Tabriquet,Sale,34.0531,-6.7985,1,Al Jamaa; NOSRA,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in Sale (Sale, Rabat-Sale-Kenitra) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8902,1-Dec-23,2023,2,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),SIITS: Independent Syndicate of Nurses and Health Technicians; Health Workers (Morocco),6,,,0,60,,504,Northern Africa,Morocco,Souss-Massa,Agadir-Ida -Ou-Tanane,Agadir,Agadir,30.4201,-9.598,1,Hespress,National,"Around 1 December 2023 (as reported), nurses affiliated with SIITS held a protest sit-in in front of the regional directorate of health in Agadir (Agadir-Ida -Ou-Tanane, Souss-Massa) denouncing the directorate procrastination in meeting their socio-professional demands.",0,crowd size=no report,1701732577
MOR8903,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Souss-Massa,Inezgane- Ait Melloul,Dcheira El Jihadia,Dcheira El Jihadia,30.3779,-9.5377,1,Al Jamaa; NOSRA,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in Dcheira El Jihadia (Inezgane- Ait Melloul, Souss-Massa) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8904,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Souss-Massa,Taroudannt,Taroudannt,Taroudant,30.4794,-8.8762,1,Al Jamaa; NOSRA,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in Taroudant (Taroudannt, Souss-Massa) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8905,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Tanger-Tetouan-Al Hoceima,Chefchaouen,Chefchaouen,Chefchaouene,35.1688,-5.2636,1,Al Jamaa,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in Chefchaouene (Chefchaouene, Tanger-Tetouan-Al Hoceima) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8906,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Tanger-Tetouan-Al Hoceima,Mdiq-Fnideq,M'Diq,Mdiq,35.6831,-5.3287,1,Al Jamaa; NOSRA,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in Mdiq (Mdiq-Fnideq, Tanger-Tetouan-Al Hoceima) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8907,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Tanger-Tetouan-Al Hoceima,Mdiq-Fnideq,Martil,Martil,35.6166,-5.2752,1,Al Jamaa; NOSRA,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer in Martil (Mdiq-Fnideq, Tanger-Tetouan-Al Hoceima) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
MOR8908,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Morocco),Al Adl Wa Al Ihssane; Muslim Group (Morocco); Moroccan Commission for the Support of the Islamic Nation Causes; Moroccan Front for Supporting Palestine and Against Normalisation,6,,,0,60,,504,Northern Africa,Morocco,Tanger-Tetouan-Al Hoceima,Tanger-Assilah,Charf-Souani,Tangier,35.7806,-5.8137,1,Al Jamaa,National,"On 1 December 2023, for the eight consecutive week, at the call of the Moroccan Commission for the Support of the Islamic Nation Causes, worshippers demonstrated following the Friday prayer at four mosques in Tangier (Tanger-Assilah, Tanger-Tetouan-Al Hoceima) in support to Palestine and to denounce Israeli military operations in Gaza and Morocco's normalization with Israel.",0,crowd size=no report,1701732577
BFO11149,1-Dec-23,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Military Forces of Burkina Faso (2022-),,1,Civilians (Burkina Faso),Fulani Ethnic Group (Burkina Faso); Labor Group (Burkina Faso); Pastoralists (Burkina Faso),7,17,Civilian targeting,854,Western Africa,Burkina Faso,Centre,Kadiogo,Ouagadougou,Ouagadougou,12.3703,-1.5247,1,CISC Collectif contre l'impunite et la stigmatisation des communautes; ODH (Burkina Faso),Other-New media,"On 1 December 2023, suspected soldiers abducted the Fulani General Secretary of the Collective against Impunity and Community Stigmatization (CISC) in the town of Ouagadougou (Ouagadougou, Kadiogo).",0,,1701732577
NIG33982,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),NANSWDs: National Association of Students with Disabilities (Nigeria),6,,,0,60,,566,Western Africa,Nigeria,Akwa Ibom,Uyo,,Uyo,5.0333,7.9266,1,Daily Leadership (Nigeria),National,"On 1 December 2023, the NANSWDs protested at the Government House in Uyo (Uyo, Akwa Ibom), demanding the removal of the Personal Assistant (PA) to the Governor on Disability Matters. They accused him of misappropriating the N100 million intervention fund donated by the government to support the physically challenged and indigent students. The protesters were drawn from 31 LGA and almost disrupted the activities at the Government House.",0,crowd size=no report,1701732577
NIG33983,1-Dec-23,2023,2,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,,566,Western Africa,Nigeria,Anambra,Onisha North,,Onitsha,6.1454,6.7885,1,Guardian (Nigeria),National,"Around 1 December 2023 (as reported), over 500 residents of the Ozalla Obasi community in Idemili North protested at the EEDC office in Onitsha (Onisha North, Anambra) over outrageous estimated electricity billing by Enugu Electricity Distribution Company (EEDC). They demanded that EEDC management investigate their complaints and release prepaid meters to the residents.",0,crowd size=over 500,1701732577
NIG33984,1-Dec-23,2023,2,Strategic developments,Strategic developments,Arrests,Police Forces of Nigeria (2023-) NSCDC: Nigeria Security and Civil Defence Corps,,1,Civilians (Nigeria),,7,17,,566,Western Africa,Nigeria,Borno,Maiduguri Metro,,Maiduguri,11.8312,13.1517,2,Twitter,New media,"Around 1 December 2023 (as reported), the NSCDC arrested 42 suspects in different parts of the state, coded to Maiduguri (Maiduguri Metro, Borno), for various offences ranging from cultism, weapons possessions, theft, vandalism and political thuggery.",0,,1701732577
NIG33985,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),APC: All Progressives Congress,6,,,0,60,,566,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0833,7.5333,1,Nigeria Punch,National,"On 1 December 2023, APC members protested at the UN headquarters in Abuja (Abuja Municipal, Federal Capital Territory), warning against unnecessary interference in the Nigerian judicial process. They urged the UN to disregard the petition submitted by NNPP over the sack of its gubernatorial candidate by the court.",0,crowd size=no report,1701732577
NIG33986,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,,566,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0833,7.5333,1,Daily Leadership (Nigeria),Subnational,"On 1 December 2023, the coalition of Civil Society Groups for Good Governance stormed the National Assembly Complex in Abuja (Abuja Municipal, Federal Capital Territory), to show their support to President Bola Tinubu and the President of the Senate. They claimed the duo had done well since their election into office and praised them for passing the 2024 budget on time.",0,crowd size=no report,1701732577
NIG33987,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),Women (Nigeria),6,,,0,60,,566,Western Africa,Nigeria,Imo,Owerri Municipal,,Owerri,5.4833,7.0304,1,Daily Leadership (Nigeria),National,"On 1 December 2023, hundreds of Imo women protested at the INEC State headquarters in Owerri (Owerri Municipal, Imo) over the delay in releasing the certified true copies (CTC) of the governorship election. The women dressed in black attires were drawn from the three senatorial areas of the state. They lamented the delay had caused anguish for the people.",0,crowd size=hundreds,1701732577
NIG33988,1-Dec-23,2023,2,Strategic developments,Strategic developments,Other,Civilians (Nigeria),,7,,,0,70,,566,Western Africa,Nigeria,Kaduna,Birnin Gwari,,Birnin Gwari,10.6637,6.54,2,Daily Trust (Nigeria),National,"Displacement: Around 1 December 2023 (as reported), the residents of Maganda Village, Birnin Gwari (Birnin Gwari, Kaduna), fled their community for fear of being attacked by the militia. Their movement followed the sudden withdrawal of the Nigerian troops from the villages.",0,,1701732577
NIG33989,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Kebbi Communal Militia (Nigeria),,4,Unidentified Armed Group (Nigeria),,3,34,,566,Western Africa,Nigeria,Kebbi,Bunza,,Tunga,12.1969,4.0462,1,Nigeria Punch,National,"On 1 December 2023, the Kebbi militia shot and killed a member of an unidentified armed group in Tunga village (Bunza, Kebbi). The suspect was killed while shooting arrows indiscriminately at the people.",1,,1701732577
NIG33990,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2023-),,1,13,,566,Western Africa,Nigeria,Kogi,Lokoja,,Lokoja,7.8024,6.743,1,Blueprint; Daily Post (Nigeria); Sahara Reporters,National-Regional,"On 1 December 2023, an unidentified armed group clashed with the security officials (coded as the police) while trying to attack the INEC Resident Electoral Commissioner (REC) at his residence in Lokoja (Lokoja, Kogi). The firefight raged for about 30 minutes before reinforcement arrived, and the militia fled. Properties were destroyed, including one of the attacker's cars. There were no fatalities.",0,,1701732577
TUN10766,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Tunisia),Teachers (Tunisia),6,,,0,60,,788,Northern Africa,Tunisia,Beja,Beja Nord,,Beja,36.7256,9.1817,1,Tunisie Numerique,National,"On 1 December 2023, substitute teachers organized a protest in front of the Regional Education Directorate in Beja (Beja Nord, Beja) and called for the regularization of their professional situation.",0,crowd size=no report,1701732577
SYR121417,1-Dec-23,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,QSD: Syrian Democratic Forces,,2,Civilians (Syria),Refugees/IDPs (Syria),7,27,Civilian targeting,760,Middle East,Syria,Ar Raqqa,Tell Abiad,Ein Issa,Ein Issa,36.3837,38.8628,2,Facebook; SHAAM,New media-National,"On 1 December 2023, QSD members detained a man while trying to cross to JWS controlled areas in northern Ar Raqqa countryside coded to Ein Issa district.",0,,1701732577
SYR121423,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,Military Forces of the United States (2021-),8,Militia (Pro-Iran),,3,38,,760,Middle East,Syria,Deir ez Zor,Abu Kamal,Abu Kamal,Al-Bukamal,34.4546,40.9116,1,SOHR,Other,"On 1 December 2023, a suspected US drone conducted an airstrike targeted a pro-Iranian militias' position in Al Kornish neighborhood in Al-Bukamal city in Deir ez Zor countryside. Casualties unknown.",0,,1701732577
SYR121431,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Islamic State (Syria),,2,28,,760,Middle East,Syria,Hama,As Salamiyeh,As Saan,Ithariyah,35.3652,37.7886,2,Facebook; SHAAM; SOHR,Other-New media,"On 1 December 2023, Russian warplanes conducted airstrikes targeting IS positions in Hama badia coded to Ithariyah. Casualties unknown.",0,,1701732577
IRQ50083,1-Dec-23,2023,2,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,PKK: Kurdistan Workers Party,,2,28,,368,Middle East,Iraq,Duhok,Al Amadiya,Markaz Al Amadiya,Amadiya,37.0921,43.4877,2,National Iraqi News Agency; Sozcu,National-Regional,"Around 1 December 2023 (as reported), Turkish army drones carried out airstrikes targeting PKK forces in the Operation Claw Lock area. 5 PKK militants were killed or wounded. Coded as Amadiya district, Duhok. Fatalities coded to 0.",0,,1701732577
SYR121450,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Syria (2000-),,1,Al Fath Al Mubeen Operation Room,HTS: Hayat Tahrir al Sham,2,12,,760,Middle East,Syria,Lattakia,Al Haffa,Kansaba,Kabani,35.7187,36.2331,2,SOHR,Other,"On 1 December 2023, regime forces exchanged mortar shelling with Al Fath Al Mubeen Operation Room and HTS on Kabani axis in Lattakia countryside, injuring a HTS member. There were no fatalities.",0,,1701732577
SYR121452,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Syria (2000-),YPG: Peoples Protection Units,1,JWS: Syrian National Army,,2,12,,760,Middle East,Syria,Aleppo,Afrin,Afrin,Jalbul,36.4846,36.969,2,SOHR,Other,"On 1 December 2023, clashes took place between regime forces supported by YPG against JWS on Jalbul axis in Aleppo countryside. Casualties unknown.",0,,1701732577
SYR121462,1-Dec-23,2023,1,Strategic developments,Strategic developments,Arrests,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,,760,Middle East,Syria,Dara,Dara,Busra Esh Sham,Maaraba,32.5459,36.4257,1,SOHR,Other,"On 1 December 2023, regime forces detained a man after raiding his house in Maaraba town in rural Damascus for unknown reasons.",0,,1701732578
